datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1492294452, 28.3624992371, 27.7999992371, 27.6875000000, 29.0375003815, 29.0375003815, 28.7000007629, 29.1875000000, 29.1124992371, 56.4000015259, 56.4000015259, 31.2085151672, 43.8101768494, 30.6157016754, 42.8809051514, 30.7000007629, 60.4000015259, 
1492294485, 28.2875003815, 27.7999992371, 27.7625007629, 29.0375003815, 29.0375003815, 28.6625003815, 29.1124992371, 29.0750007629, 60.5999984741, 47.4000015259, 31.1951637268, 43.7781333923, 30.5729770660, 42.8763275146, 30.7000007629, 60.5000000000, 
1492294518, 28.4750003815, 27.7625007629, 27.7250003815, 29.0375003815, 29.0375003815, 28.7000007629, 29.1499996185, 29.0750007629, 57.7200012207, 58.4000015259, 31.2085151672, 43.7918663025, 30.5996799469, 42.8641166687, 30.7000007629, 60.5000000000, 
1492294551, 28.3250007629, 27.7999992371, 27.7999992371, 29.0750007629, 29.0000000000, 28.7000007629, 29.1499996185, 29.0750007629, 62.7999992371, 56.9199981689, 31.1951637268, 43.8071250916, 30.5863285065, 42.8870086670, 30.7000007629, 60.5000000000, 
1492294584, 28.2875003815, 27.6875000000, 27.6875000000, 28.9624996185, 28.9624996185, 28.7000007629, 29.1499996185, 29.0750007629, 57.5999984741, 50.5999984741, 31.2218666077, 43.7964439392, 30.5729770660, 42.8625907898, 30.7999992371, 60.5999984741, 
1492294617, 28.2875003815, 27.7250003815, 27.6499996185, 28.9624996185, 29.0000000000, 28.7000007629, 29.1499996185, 29.0750007629, 62.3199996948, 43.7999992371, 31.2218666077, 43.7689781189, 30.5996799469, 42.8030815125, 30.7999992371, 60.5999984741, 
1492294650, 28.2875003815, 27.6499996185, 27.6875000000, 29.0000000000, 29.0000000000, 28.6625003815, 29.1124992371, 29.0750007629, 43.2000007629, 59.3199996948, 31.2218666077, 43.7415122986, 30.5996799469, 42.8168144226, 30.7999992371, 60.5999984741, 
1492294683, 28.2124996185, 27.6499996185, 27.6499996185, 28.9624996185, 29.0000000000, 28.7000007629, 29.1499996185, 29.0750007629, 52.7999992371, 65.3199996948, 31.2645912170, 43.7705039978, 30.5996799469, 42.8213920593, 30.8999996185, 60.5000000000, 
1492294717, 28.3999996185, 27.6875000000, 27.6875000000, 29.0375003815, 29.0375003815, 28.7374992371, 29.1499996185, 29.1124992371, 52.2000007629, 62.1199989319, 31.2645912170, 43.7415122986, 30.6157016754, 42.8030815125, 30.8999996185, 60.2999992371, 
1492294750, 28.2500000000, 27.6875000000, 27.7625007629, 29.0375003815, 29.0375003815, 28.7000007629, 29.1499996185, 29.1124992371, 56.7999992371, 61.9199981689, 31.2912940979, 43.7293052673, 30.6290531158, 42.8259696960, 30.8999996185, 60.2000007629, 
1492294783, 28.2500000000, 27.6875000000, 27.6875000000, 29.0000000000, 29.0000000000, 28.7000007629, 29.1499996185, 29.0750007629, 55.0000000000, 50.4000015259, 31.3073158264, 43.7155723572, 30.6584262848, 42.8259696960, 31.0000000000, 60.0999984741, 
1492294816, 28.2500000000, 27.6875000000, 27.6875000000, 29.0000000000, 29.0375003815, 28.7374992371, 29.1499996185, 29.1124992371, 43.9199981689, 53.0000000000, 31.3206691742, 43.7048912048, 30.6584262848, 42.7710380554, 31.0000000000, 59.9000015259, 
1492294849, 28.2875003815, 27.7625007629, 27.7250003815, 29.1124992371, 29.0750007629, 28.7374992371, 29.1499996185, 29.1875000000, 75.0000000000, 47.2000007629, 31.3340206146, 43.6957359314, 30.7145042419, 42.7405204773, 31.1000003815, 59.7000007629, 
1492294882, 28.3250007629, 27.7625007629, 27.7250003815, 29.0750007629, 29.0750007629, 28.7749996185, 29.1875000000, 29.1499996185, 58.2000007629, 50.5200004578, 31.4034481049, 43.6499595642, 30.7278556824, 42.7450981140, 31.1000003815, 59.4000015259, 
1492294915, 28.3250007629, 27.7250003815, 27.7625007629, 29.0375003815, 29.0750007629, 28.8875007629, 29.1875000000, 29.2999992371, 50.4000015259, 43.5200004578, 31.4194698334, 43.6240158081, 30.7545585632, 42.7069511414, 31.2000007629, 59.0999984741, 
1492294948, 28.3624992371, 27.7999992371, 27.8750000000, 29.0750007629, 29.1124992371, 28.8125000000, 29.2250003815, 29.1875000000, -0.4799999893, 52.4000015259, 31.4328212738, 43.6560630798, 30.7705802917, 42.7084770203, 31.2000007629, 58.9000015259, 
1492294981, 28.3999996185, 27.7999992371, 27.7625007629, 29.2250003815, 46.5125007629, 45.4625015259, 42.3499984741, 38.4124984741, -0.6000000238, 46.0000000000, 31.4194698334, 45.1163482666, 30.8106346130, 42.6947441101, 31.2999992371, 58.7999992371, 
1492295014, 28.3624992371, 27.7999992371, 27.7999992371, 29.1124992371, 56.3750000000, 57.7625007629, 51.5374984741, 45.2000007629, -0.4000000060, 49.7999992371, 31.5316238403, 64.6478958130, 30.8533611298, 42.6840629578, 31.2999992371, 58.7000007629, 
1492295047, 28.3999996185, 27.7999992371, 27.7999992371, 29.1499996185, 62.7125015259, 65.7125015259, 57.9874992371, 50.1124992371, -0.4000000060, 51.9199981689, 31.8413829803, 90.0663757324, 30.8400096893, 42.6855888367, 31.3999996185, 58.7000007629, 
1492295080, 28.3999996185, 27.8374996185, 27.7999992371, 29.1499996185, 67.4749984741, 71.4499969482, 63.0125007629, 54.0499992371, -0.4799999893, 52.3199996948, 32.3353919983, 97.2014923096, 30.8533611298, 42.6749076843, 31.3999996185, 58.5999984741, 
1492295113, 28.4375000000, 27.8374996185, 27.7999992371, 29.1499996185, 71.2624969482, 75.8000030518, 67.0999984741, 57.3125000000, -0.2800000012, 57.2000007629, 32.7306022644, 98.4069595337, 30.8667125702, 42.6581230164, 31.3999996185, 58.5000000000, 
1492295146, 28.4750003815, 27.8750000000, 27.9500007629, 29.1875000000, 74.3375015259, 79.2125015259, 70.3625030518, 59.9749984741, -0.6000000238, 43.9199981689, 33.0537109375, 98.9745941162, 30.8960857391, 42.6489677429, 31.5000000000, 58.5000000000, 
1492295179, 28.4750003815, 27.8374996185, 27.8750000000, 29.1875000000, 76.8874969482, 81.9875030518, 73.0999984741, 62.2625007629, -0.2800000012, 47.9199981689, 33.3634681702, 99.2156829834, 30.9227886200, 42.6657524109, 31.5000000000, 58.4000015259, 
1492295212, 28.5125007629, 27.8750000000, 27.9125003815, 29.2250003815, 78.9875030518, 84.3125000000, 75.3874969482, 64.1374969482, -0.4799999893, 60.4000015259, 33.6331748962, 99.3942184448, 30.9388122559, 42.7115287781, 31.5000000000, 58.4000015259, 
1492295245, 28.5125007629, 27.8750000000, 27.9125003815, 29.2250003815, 80.9000015259, 86.3750000000, 77.3750000000, 65.7874984741, -0.4799999893, 43.7999992371, 33.9002075195, 99.5239181519, 30.9388122559, 42.7130546570, 31.5000000000, 58.4000015259, 
1492295279, 28.5499992371, 27.9125003815, 27.9500007629, 29.2625007629, 82.5500030518, 88.1750030518, 79.0625000000, 67.2500000000, -0.4799999893, 48.2000007629, 34.0978088379, 99.6063156128, 30.9655151367, 42.7313652039, 31.5000000000, 58.4000015259, 
1492295312, 28.5499992371, 27.9500007629, 27.9500007629, 29.2999992371, 84.0500030518, 89.8249969482, 80.6374969482, 68.5625000000, -0.2800000012, 53.1199989319, 34.3514900208, 99.6795578003, 30.9655151367, 42.6291313171, 31.5000000000, 58.4000015259, 
1492295345, 28.7374992371, 27.9500007629, 27.9500007629, 29.2625007629, 85.4000015259, 91.2874984741, 82.0250015259, 69.7249984741, -0.2800000012, 58.0000000000, 34.5357437134, 99.7344894409, 30.9948883057, 42.6611747742, 31.5000000000, 58.2000007629, 
1492295378, 28.5874996185, 27.9500007629, 28.1375007629, 29.2999992371, 86.6374969482, 92.6374969482, 83.3000030518, 70.8125000000, -0.2800000012, 47.5200004578, 34.7306785583, 99.7329635620, 31.0082397461, 42.6199722290, 31.6000003815, 58.0999984741, 
1492295411, 28.6250000000, 27.9874992371, 27.9500007629, 29.3374996185, 87.6875000000, 93.8750000000, 84.5000000000, 71.7874984741, -0.4799999893, 67.4000015259, 34.8748741150, 99.6612472534, 31.0242614746, 42.7069511414, 31.6000003815, 57.9000015259, 
1492295444, 28.6250000000, 28.0249996185, 28.0249996185, 29.3374996185, 88.8125000000, 95.0374984741, 85.5500030518, 72.7249984741, -0.2800000012, 45.0000000000, 34.9870300293, 99.5193405151, 31.0376129150, 42.7496757507, 31.5000000000, 57.7000007629, 
1492295477, 28.6625003815, 27.9874992371, 28.0249996185, 29.3750000000, 89.7874984741, 96.0875015259, 86.5250015259, 73.5875015259, -0.4799999893, 55.9199981689, 35.1392402649, 99.3911666870, 31.0376129150, 42.6932182312, 31.6000003815, 57.7000007629, 
1492295510, 28.6625003815, 28.0249996185, 28.0249996185, 29.3750000000, 90.7249984741, 97.0250015259, 87.4250030518, 74.3750000000, -0.2800000012, 47.7200012207, 35.2113380432, 99.1439666748, 31.0669879913, 42.7115287781, 31.5000000000, 57.7999992371, 
1492295543, 28.7749996185, 28.0625000000, 28.0625000000, 29.3750000000, 91.5500030518, 97.9250030518, 88.2874984741, 75.1624984741, -0.4799999893, 57.2000007629, 35.2834358215, 98.7914886475, 31.0936908722, 42.7298393250, 31.5000000000, 57.9000015259, 
1492295576, 28.7000007629, 28.0625000000, 28.1749992371, 29.3750000000, 92.3375015259, 98.7874984741, 89.0374984741, 75.8750000000, -0.2800000012, 67.8000030518, 35.3662147522, 98.4664688110, 31.0936908722, 42.7130546570, 31.5000000000, 58.0000000000, 
1492295609, 28.7000007629, 28.0625000000, 28.1000003815, 29.6000003815, 93.0124969482, 99.5374984741, 89.7500000000, 76.5500030518, -0.4000000060, 55.5999984741, 35.4650192261, 98.1445007324, 31.1230640411, 42.7176322937, 31.6000003815, 58.0000000000, 
1492295642, 28.7374992371, 28.1375007629, 28.1375007629, 29.4500007629, 93.7249984741, 100.2125015259, 90.3874969482, 77.2624969482, -0.2800000012, 42.4000015259, 35.5771713257, 97.7477645874, 31.1497669220, 42.7344169617, 31.6000003815, 57.7999992371, 
1492295675, 28.7374992371, 28.1000003815, 28.1375007629, 29.4500007629, 94.3625030518, 100.8499984741, 91.0250015259, 77.9000015259, -0.4799999893, 59.7999992371, 35.7053489685, 97.3846054077, 31.1364154816, 42.7084770203, 31.6000003815, 57.5999984741, 
1492295708, 28.7374992371, 28.1375007629, 28.1375007629, 29.4874992371, 94.9250030518, 101.4499969482, 91.5875015259, 78.4250030518, -0.4799999893, 48.4000015259, 35.7907981873, 97.0656890869, 31.1497669220, 42.7069511414, 31.6000003815, 57.5000000000, 
1492295741, 28.7749996185, 28.1749992371, 28.1375007629, 29.5249996185, 95.4875030518, 102.0124969482, 92.1125030518, 79.0250015259, -0.4799999893, 58.3199996948, 35.9296569824, 96.8490142822, 31.1657886505, 42.7527275085, 31.7000007629, 57.4000015259, 
1492295774, 29.0375003815, 29.1875000000, 28.5125007629, 29.4874992371, 95.9749984741, 102.5374984741, 92.6374969482, 79.5500030518, -0.4000000060, 44.5200004578, 36.0711822510, 96.4324417114, 31.1657886505, 42.7801933289, 31.7000007629, 57.4000015259, 
1492295808, 28.7749996185, 28.1375007629, 28.2875003815, 29.4874992371, 96.4625015259, 102.9875030518, 93.0875015259, 80.0749969482, -0.4000000060, 59.0000000000, 36.2127113342, 96.1318359375, 31.1657886505, 42.8122367859, 31.7000007629, 57.2999992371, 
1492295841, 28.7749996185, 28.1749992371, 28.1749992371, 29.6749992371, 96.8750000000, 103.4375000000, 93.5374984741, 80.5625000000, -0.4799999893, 53.2000007629, 36.3115119934, 95.8510742188, 31.1497669220, 42.7405204773, 31.7000007629, 57.2000007629, 
1492295874, 42.6124992371, 42.0499992371, 46.0999984741, 55.5499992371, 88.7750015259, 95.9000015259, 88.2874984741, 75.9875030518, 62.1199989319, -0.6800000072, 37.9190521240, 91.0536346436, 31.2058448792, 43.8376426697, 31.7000007629, 57.2000007629, 
