datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1491948431, 24.7250003815, 24.8374996185, 24.0874996185, 25.3999996185, 40.6250000000, 39.3125000000, 36.4625015259, 32.4124984741, -0.4000000060, 50.7999992371, 25.1815814972, 49.6650657654, 26.2737464905, 32.9182891846, 25.2999992371, 55.2000007629, 
1491948464, 24.6124992371, 24.5750007629, 23.9750003815, 25.4750003815, 51.5374984741, 52.7750015259, 46.4375000000, 39.7625007629, -0.4799999893, 58.3199996948, 25.2937355042, 69.7215194702, 26.2897682190, 32.0775146484, 25.2999992371, 55.2000007629, 
1491948497, 24.5000000000, 24.4249992371, 23.8624992371, 25.1375007629, 58.3250007629, 61.3624992371, 53.3750000000, 45.0499992371, -0.4799999893, 64.3199996948, 25.5634403229, 91.9508666992, 26.2737464905, 31.4717330933, 25.2000007629, 55.2999992371, 
1491948530, 24.3875007629, 24.3125000000, 23.7500000000, 25.0249996185, 63.4249992371, 67.4375000000, 58.7750015259, 49.2500000000, -0.4799999893, 64.5199966431, 26.0120544434, 97.0046539307, 26.2470436096, 31.0414276123, 25.2000007629, 55.4000015259, 
1491948563, 24.3125000000, 24.2000007629, 23.6375007629, 24.9125003815, 67.4000015259, 72.0500030518, 63.1250000000, 52.6624984741, -0.4799999893, 44.7200012207, 26.3912410736, 98.3642349243, 26.2470436096, 30.7072563171, 25.1000003815, 55.5000000000, 
1491948596, 24.2374992371, 24.1250000000, 23.5249996185, 24.8374996185, 70.4749984741, 75.6875000000, 66.6875000000, 55.5125007629, -0.2800000012, 61.0000000000, 26.7277030945, 98.9547576904, 26.2043190002, 30.4051265717, 25.1000003815, 55.5999984741, 
1491948629, 24.2749996185, 24.0125007629, 23.4500007629, 24.7999992371, 73.4000015259, 78.5749969482, 69.5374984741, 57.8750000000, -0.4799999893, 58.4000015259, 26.9840545654, 99.2111053467, 26.1615924835, 30.2555885315, 25.0000000000, 55.7999992371, 
1491948662, 24.0874996185, 23.9375000000, 23.5249996185, 24.6875000000, 75.6500015259, 80.9749984741, 71.9375000000, 59.8624992371, -0.0799999982, 56.7200012207, 27.1950111389, 99.4232101440, 26.1161975861, 30.0480651855, 25.0000000000, 56.0000000000, 
1491948695, 24.0125007629, 23.8624992371, 23.2999992371, 24.6124992371, 77.5250015259, 83.0749969482, 74.0374984741, 61.5875015259, -0.4000000060, 50.2000007629, 27.4059658051, 99.5284957886, 26.0894947052, 29.8664836884, 25.0000000000, 56.0999984741, 
1491948729, 23.9375000000, 23.7875003815, 23.2625007629, 24.5750007629, 79.0625000000, 84.9124984741, 75.7624969482, 63.0875015259, -0.4799999893, 50.4000015259, 27.5608444214, 99.6688766479, 26.0601196289, 29.7383079529, 24.8999996185, 56.2000007629, 
1491948762, 23.8999996185, 23.7500000000, 23.2250003815, 24.5375003815, 80.7874984741, 86.5250015259, 77.3000030518, 64.4375000000, -0.4799999893, 54.7999992371, 27.7584495544, 99.7070236206, 26.0467681885, 29.6131839752, 24.8999996185, 56.2000007629, 
1491948795, 23.8624992371, 23.6749992371, 23.1875000000, 24.5000000000, 82.1750030518, 87.9875030518, 78.7249984741, 65.6374969482, -0.2000000030, 62.7200012207, 27.9400329590, 99.7787475586, 26.0040435791, 29.4666976929, 24.7999992371, 56.2000007629, 
1491948828, 23.9375000000, 23.6000003815, 23.1124992371, 24.4249992371, 83.1500015259, 89.4875030518, 80.0374984741, 66.7249984741, -0.4799999893, 59.0000000000, 28.0815601349, 99.8352050781, 25.9906921387, 29.3537807465, 24.7999992371, 56.2000007629, 
1491948861, 23.7500000000, 23.6000003815, 23.2625007629, 24.4249992371, 84.5374984741, 90.6500015259, 81.2375030518, 67.8874969482, -0.4000000060, 54.4000015259, 28.2791633606, 99.8794555664, 25.9639892578, 29.3385219574, 24.7999992371, 56.2000007629, 
1491948894, 23.7500000000, 23.5249996185, 23.0375003815, 24.5375003815, 85.5875015259, 91.7750015259, 82.2125015259, 68.6750030518, -0.4799999893, 58.4000015259, 28.4046688080, 99.8748779297, 25.9639892578, 29.1920356750, 24.7999992371, 56.2999992371, 
1491948927, 23.7500000000, 23.5249996185, 23.0000000000, 24.3500003815, 86.5625000000, 92.8249969482, 83.2249984741, 69.5374984741, -0.4799999893, 69.5199966431, 28.5461959839, 99.8626708984, 25.9639892578, 29.0791187286, 24.8999996185, 56.2999992371, 
1491948960, 23.6749992371, 23.4874992371, 23.0000000000, 24.3125000000, 87.4625015259, 93.8000030518, 84.1250000000, 70.4000015259, -0.4000000060, 54.7999992371, 28.6877250671, 99.7482223511, 25.9212627411, 29.0470733643, 24.8999996185, 56.2999992371, 
1491948993, 23.6749992371, 23.4500007629, 22.9624996185, 24.2749996185, 88.3249969482, 94.7375030518, 84.9499969482, 71.1500015259, -0.4799999893, 55.2000007629, 28.7571525574, 99.6337814331, 25.9212627411, 28.9509429932, 24.8999996185, 56.2999992371, 
1491949026, 23.6375007629, 23.4125003815, 23.2999992371, 24.7250003815, 89.1125030518, 95.5625000000, 85.6999969482, 71.8625030518, -0.4799999893, 68.7200012207, 28.8426036835, 99.3957443237, 25.9079113007, 28.9509429932, 24.8999996185, 56.2999992371, 
1491949059, 23.6375007629, 23.5625000000, 22.8875007629, 24.2749996185, 89.8249969482, 96.3125000000, 86.4124984741, 72.5749969482, -0.6000000238, 55.3199996948, 28.9547576904, 98.9150848389, 25.8651866913, 28.8822765350, 24.7999992371, 56.2999992371, 
1491949092, 23.6000003815, 23.3374996185, 22.8875007629, 24.3875007629, 90.5000000000, 97.0625000000, 87.0500030518, 73.2125015259, -0.6000000238, 46.5999984741, 29.0375366211, 98.3047256470, 25.9079113007, 28.8227672577, 24.8999996185, 56.4000015259, 
1491949125, 23.5625000000, 23.2999992371, 22.8875007629, 24.7250003815, 91.1374969482, 97.7375030518, 87.6500015259, 73.8499984741, -0.2800000012, 64.4000015259, 29.1790637970, 97.3998641968, 25.8518352509, 28.7708854675, 24.8999996185, 56.4000015259, 
1491949158, 23.5625000000, 23.2999992371, 22.8500003815, 24.1625003815, 91.6999969482, 98.3000030518, 88.2500000000, 74.4875030518, -0.2800000012, 55.7200012207, 29.3072395325, 96.9451446533, 25.8518352509, 28.7708854675, 24.8999996185, 56.2999992371, 
1491949191, 23.5249996185, 23.2625007629, 22.8125000000, 24.1250000000, 92.2624969482, 98.8625030518, 88.7750015259, 75.0124969482, -0.2800000012, 50.7999992371, 29.4327449799, 96.5239944458, 25.7957572937, 28.7022209167, 24.8999996185, 56.2999992371, 
1491949224, 23.5249996185, 23.2250003815, 22.7749996185, 24.1250000000, 92.7874984741, 99.3874969482, 89.2624969482, 75.5374984741, -0.2800000012, 52.0000000000, 29.6009769440, 95.9609375000, 25.7797355652, 28.6884880066, 24.7999992371, 56.2999992371, 
1491949257, 23.5249996185, 23.3750000000, 22.7749996185, 24.0874996185, 93.3125000000, 99.8750000000, 89.7125015259, 76.0999984741, -0.4000000060, 57.5999984741, 29.7692070007, 95.7930908203, 25.7957572937, 28.6701755524, 24.7999992371, 56.2000007629, 
1491949291, 23.5249996185, 23.1875000000, 22.7749996185, 24.2749996185, 93.7624969482, 100.3625030518, 90.1999969482, 76.6250000000, -0.4000000060, 58.4000015259, 29.9961853027, 95.3902511597, 25.7957572937, 28.6106662750, 24.7999992371, 56.0999984741, 
1491949324, 36.6500015259, 36.6500015259, 39.7999992371, 48.7999992371, 86.4499969482, 93.8000030518, 85.5875015259, 72.6500015259, 45.4000015259, -0.4000000060, 31.6304264069, 92.2133178711, 25.8091087341, 29.2744331360, 24.8999996185, 56.0000000000, 
1491949357, 52.4749984741, 52.9249992371, 58.3624992371, 65.1125030518, 75.3499984741, 80.0374984741, 77.5250015259, 65.2624969482, 59.9199981689, -0.4799999893, 33.1258125305, 87.8645019531, 25.8918895721, 43.1418342590, 24.8999996185, 56.0999984741, 
1491949390, 61.8499984741, 63.0499992371, 68.4499969482, 73.5500030518, 67.2874984741, 69.5374984741, 70.8125000000, 59.3750000000, 57.4000015259, -0.6000000238, 33.7853813171, 85.7618103027, 26.0894947052, 67.7805786133, 24.8999996185, 56.0000000000, 
