datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1492034931, 23.2250003815, 22.9249992371, 22.5125007629, 23.8250007629, 22.8875007629, 22.3624992371, 22.8875007629, 22.7000007629, 43.5200004578, 66.8000030518, 25.0000000000, 39.8641929626, 25.5420761108, 35.5107955933, 24.8999996185, 55.0999984741, 
1492034964, 23.2999992371, 22.9249992371, 22.5125007629, 23.8250007629, 22.8875007629, 22.3624992371, 22.9249992371, 22.6625003815, 69.1200027466, 60.7200012207, 25.0267028809, 39.7955284119, 25.5260543823, 35.4818038940, 24.8999996185, 55.0000000000, 
1492034997, 23.2250003815, 23.1124992371, 22.5125007629, 23.8250007629, 22.8875007629, 22.3999996185, 22.9249992371, 22.7000007629, 53.3199996948, 68.1200027466, 25.0133514404, 39.7817955017, 25.5260543823, 35.3780441284, 24.8999996185, 55.0000000000, 
1492035030, 23.1875000000, 22.8875007629, 22.5125007629, 23.9375000000, 22.9249992371, 22.3999996185, 22.9249992371, 22.7000007629, 44.5200004578, 51.9199981689, 25.0133514404, 39.7085533142, 25.5260543823, 35.3627815247, 24.8999996185, 55.0000000000, 
1492035063, 23.1875000000, 22.8875007629, 22.4750003815, 23.7500000000, 22.9249992371, 22.4750003815, 22.9249992371, 22.7000007629, 46.5200004578, 74.1999969482, 25.0427246094, 39.7085533142, 25.4966812134, 35.3047981262, 24.8999996185, 54.7999992371, 
1492035096, 23.1499996185, 22.8500003815, 22.4375000000, 23.7500000000, 22.9249992371, 22.4375000000, 22.9624996185, 22.8125000000, 47.1199989319, 61.4000015259, 25.0560760498, 39.6673545837, 25.4833297729, 35.3002204895, 24.8999996185, 54.7000007629, 
1492035129, 23.1499996185, 22.8125000000, 22.4375000000, 23.7124996185, 22.9624996185, 22.4375000000, 22.9624996185, 22.7374992371, 58.5200004578, 55.3199996948, 25.0427246094, 39.6963462830, 25.4833297729, 35.2544441223, 24.8999996185, 54.5999984741, 
1492035162, 23.1124992371, 22.7749996185, 22.4375000000, 23.6749992371, 22.9624996185, 22.4375000000, 22.9624996185, 22.7374992371, 61.7999992371, 54.9199981689, 25.0560760498, 39.6673545837, 25.4406051636, 35.2254524231, 24.8999996185, 54.5999984741, 
1492035195, 23.1499996185, 22.8125000000, 22.3999996185, 23.7124996185, 22.9624996185, 22.4375000000, 23.0000000000, 22.7000007629, 52.9199981689, 66.9199981689, 25.0427246094, 39.7085533142, 25.4139003754, 35.1338996887, 24.8999996185, 54.7000007629, 
1492035228, 23.0750007629, 22.7749996185, 22.3999996185, 23.6375007629, 22.9624996185, 22.4375000000, 22.9624996185, 22.7000007629, 59.4000015259, 48.5999984741, 24.9572753906, 39.7726402283, 25.3711757660, 35.1308479309, 24.7999992371, 54.9000015259, 
1492035261, 23.0750007629, 22.7374992371, 22.3250007629, 23.6375007629, 22.9249992371, 22.3624992371, 22.9249992371, 22.7000007629, 47.9199981689, 64.3199996948, 24.8851757050, 39.8092613220, 25.3017463684, 35.1262702942, 24.7000007629, 55.2000007629, 
1492035294, 23.0000000000, 22.7000007629, 22.3250007629, 23.6000003815, 22.8875007629, 22.3624992371, 22.9249992371, 22.6625003815, 64.5199966431, 55.1199989319, 24.7997245789, 39.8748741150, 25.2590217590, 35.1064300537, 24.6000003815, 55.5000000000, 
1492035327, 22.9624996185, 22.6625003815, 22.2500000000, 23.5249996185, 22.8875007629, 22.2875003815, 22.8875007629, 22.6250000000, 46.0000000000, 56.0000000000, 24.7035942078, 39.9526977539, 25.2029457092, 35.0743865967, 24.3999996185, 55.9000015259, 
