datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1490783724, 9.2749996185, 10.7749996185, 10.5874996185, 10.6625003815, 10.8125000000, 9.7250003815, 11.8249998093, 10.1000003815, 54.4000015259, 59.0000000000, 12.0168609619, 36.5163650513, 12.3586635590, 39.9237060547, 11.6000003815, 50.5999984741, 
1490783757, 9.2749996185, 10.7375001907, 10.4750003815, 10.6250000000, 10.7749996185, 9.6875000000, 11.7875003815, 10.1000003815, 58.9199981689, 61.1199989319, 12.0328836441, 36.3881912231, 12.3292894363, 39.8886108398, 11.6000003815, 49.7999992371, 
1490783790, 9.2749996185, 10.6999998093, 10.4375000000, 10.5874996185, 10.7749996185, 9.7250003815, 11.8249998093, 10.0625000000, 52.7200012207, 55.2000007629, 12.0035095215, 36.3118934631, 12.3292894363, 39.8458824158, 11.6000003815, 51.0000000000, 
1490783823, 9.2375001907, 10.6999998093, 10.4375000000, 10.5874996185, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 63.2000007629, 58.2000007629, 12.0168609619, 36.2417030334, 12.3025865555, 40.0198364258, 11.6999998093, 51.7000007629, 
1490783856, 9.2375001907, 10.6999998093, 10.4375000000, 10.5874996185, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 56.2000007629, 65.7200012207, 12.0328836441, 36.1730384827, 12.3025865555, 40.1358070374, 11.6999998093, 52.2000007629, 
1490783889, 9.1999998093, 10.8125000000, 10.3999996185, 10.5874996185, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 54.2000007629, 63.7200012207, 12.0328836441, 36.0448608398, 12.3292894363, 40.0198364258, 11.6999998093, 51.2000007629, 
1490783922, 9.1999998093, 10.6625003815, 10.3999996185, 10.8125000000, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 60.1199989319, 47.7200012207, 12.0035095215, 35.9578857422, 12.3025865555, 39.8001060486, 11.8000001907, 50.2999992371, 
1490783955, 9.1999998093, 10.6625003815, 10.3999996185, 10.5500001907, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 70.1999969482, 62.9199981689, 12.0168609619, 35.9029541016, 12.3159379959, 40.0625610352, 11.8000001907, 50.2000007629, 
1490783988, 9.1625003815, 10.6250000000, 10.3999996185, 10.5124998093, 10.7749996185, 9.6875000000, 11.7875003815, 10.0249996185, 48.5200004578, 64.1200027466, 12.0595865250, 35.8022422791, 12.2865648270, 40.2532997131, 11.8000001907, 50.7999992371, 
1490784021, 9.1625003815, 10.6250000000, 10.3625001907, 10.5124998093, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 59.5200004578, 64.1999969482, 12.0328836441, 35.7290000916, 12.3025865555, 40.1068115234, 11.8000001907, 50.0999984741, 
1490784054, 9.1625003815, 10.6250000000, 10.3625001907, 10.5500001907, 10.7749996185, 9.7250003815, 11.7875003815, 10.1000003815, 60.9199981689, 69.7200012207, 12.0035095215, 35.6160812378, 12.3159379959, 40.0579833984, 11.8000001907, 48.2000007629, 
1490784087, 9.1625003815, 10.7749996185, 10.3249998093, 10.5124998093, 10.7749996185, 9.7250003815, 11.7875003815, 10.1000003815, 66.9199981689, 59.7999992371, 12.0035095215, 35.5184249878, 12.3025865555, 40.0747680664, 11.8000001907, 47.2000007629, 
1490784120, 9.1625003815, 10.6250000000, 10.3249998093, 10.7375001907, 10.7375001907, 9.6875000000, 11.7875003815, 10.0625000000, 56.5999984741, 46.5200004578, 12.0168609619, 35.3994064331, 12.2598609924, 40.3051795959, 11.8000001907, 48.2999992371, 
1490784153, 10.2124996185, 10.7375001907, 10.3249998093, 10.4750003815, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 67.1200027466, 69.4000015259, 11.9768066406, 35.3856735229, 12.2304878235, 40.3494300842, 11.6999998093, 49.7000007629, 
1490784186, 9.1250000000, 10.6250000000, 10.3249998093, 10.4750003815, 10.7375001907, 9.6875000000, 11.7875003815, 10.0249996185, 69.5199966431, 58.2000007629, 11.9901580811, 35.3414192200, 12.2465095520, 40.3631629944, 11.6999998093, 51.0999984741, 
1490784220, 9.1250000000, 10.5874996185, 10.3249998093, 10.4750003815, 10.7375001907, 9.6875000000, 11.7875003815, 10.1000003815, 47.7200012207, 60.7999992371, 12.0168609619, 35.3139533997, 12.2598609924, 40.3189125061, 11.8000001907, 51.5999984741, 
1490784253, 9.1250000000, 10.5874996185, 10.2875003815, 10.4750003815, 10.7749996185, 9.7250003815, 11.7875003815, 10.1000003815, 62.5200004578, 60.5200004578, 12.0168609619, 35.1995124817, 12.2465095520, 40.2761878967, 11.8000001907, 49.7000007629, 
1490784286, 9.0874996185, 10.6999998093, 10.2875003815, 10.4750003815, 10.7375001907, 9.7250003815, 11.7875003815, 10.0625000000, 58.9199981689, 63.0000000000, 12.0168609619, 35.1155853271, 12.2598609924, 40.2578773499, 11.8000001907, 48.7999992371, 
1490784319, 9.1250000000, 10.5874996185, 10.2875003815, 10.6999998093, 10.7749996185, 9.6875000000, 11.7875003815, 10.0625000000, 59.4000015259, 54.9199981689, 12.0328836441, 35.0331878662, 12.2732124329, 40.3356971741, 11.8000001907, 48.2000007629, 
1490784352, 9.0874996185, 10.5500001907, 10.2875003815, 10.4375000000, 10.7749996185, 9.6875000000, 11.7500000000, 10.0625000000, 56.7200012207, 64.1200027466, 12.0595865250, 35.0469207764, 12.2465095520, 40.1174926758, 11.8000001907, 47.7999992371, 
