datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1490697226, 17.8624992371, 19.5874996185, 18.8750000000, 19.5874996185, 59.9375000000, 36.7999992371, 27.7250003815, 64.9625015259, -0.4000000060, 76.3199996948, 21.2481880188, 38.8204765320, 21.2668800354, 37.9369812012, 20.7999992371, 56.0000000000, 
1490697259, 17.8999996185, 19.5874996185, 18.9125003815, 19.3624992371, 76.5500030518, 51.4249992371, 35.7874984741, 81.0124969482, -0.2000000030, 65.5199966431, 21.3202877045, 55.4512863159, 21.2241554260, 38.0102233887, 20.6000003815, 57.4000015259, 
1490697292, 17.8999996185, 19.5874996185, 18.9125003815, 19.3250007629, 84.0875015259, 60.9124984741, 42.5374984741, 88.5124969482, -0.2000000030, 70.7200012207, 21.5018692017, 79.5956344604, 21.1947822571, 38.0376892090, 20.2999992371, 58.2000007629, 
1490697325, 17.8624992371, 19.5499992371, 18.9125003815, 19.2875003815, 88.6250000000, 67.5124969482, 48.1250000000, 93.2750015259, -0.4000000060, 69.7200012207, 21.7395286560, 88.6503372192, 21.1520557404, 38.2070655823, 20.2000007629, 58.9000015259, 
1490697358, 17.8624992371, 19.5125007629, 18.9125003815, 19.2500000000, 91.9625015259, 72.4625015259, 52.7750015259, 96.6500015259, -0.2000000030, 52.2000007629, 21.9398040771, 91.4930953979, 21.1120014191, 38.3504981995, 20.0000000000, 59.2000007629, 
1490697391, 17.9375000000, 19.4750003815, 18.8750000000, 19.2124996185, 94.9625015259, 76.3625030518, 56.6375007629, 99.1624984741, -0.2800000012, 65.1200027466, 22.1507587433, 92.8679351807, 21.0265502930, 38.5381851196, 19.7999992371, 59.4000015259, 
1490697424, 17.7500000000, 19.3999996185, 18.9125003815, 19.1749992371, 97.2125015259, 79.5124969482, 59.9000015259, 101.1875000000, -0.2000000030, 45.2000007629, 22.3189907074, 93.5805282593, 20.9143962860, 38.6892509460, 19.6000003815, 60.0999984741, 
1490697457, 17.7124996185, 19.3624992371, 18.7625007629, 19.3250007629, 99.0124969482, 82.0999984741, 62.5999984741, 102.8750000000, -0.4000000060, 66.7200012207, 22.4898910522, 94.1390075684, 20.8583202362, 39.0356292725, 19.3999996185, 61.5999984741, 
1490697490, 17.6749992371, 19.3250007629, 18.7250003815, 19.0625000000, 100.8125000000, 84.3125000000, 64.9250030518, 104.3000030518, -0.4799999893, 54.9199981689, 22.6581211090, 94.4411392212, 20.7888908386, 39.1973762512, 19.2000007629, 62.2999992371, 
1490697523, 17.6000003815, 19.2875003815, 18.6875000000, 19.0249996185, 102.2750015259, 86.1500015259, 66.9499969482, 105.5000000000, -0.2000000030, 68.4000015259, 22.8397045135, 94.6578140259, 20.7328147888, 39.3850631714, 19.1000003815, 62.4000015259, 
1490697556, 17.5625000000, 19.2500000000, 18.6499996185, 18.9874992371, 103.6624984741, 87.8375015259, 68.7125015259, 106.6624984741, -0.2000000030, 61.4000015259, 22.9945831299, 94.7905731201, 20.6767368317, 39.5391769409, 19.1000003815, 62.5000000000, 
1490697589, 17.5249996185, 19.1749992371, 18.6124992371, 18.9125003815, 104.7500000000, 89.3375015259, 70.3249969482, 107.6750030518, -0.0799999982, 76.1200027466, 23.1361103058, 94.8668670654, 20.6313419342, 39.9374389648, 19.0000000000, 62.9000015259, 
1490697622, 17.4874992371, 19.1000003815, 18.5750007629, 18.8750000000, 105.7249984741, 90.6875000000, 71.7125015259, 108.5374984741, -0.2000000030, 57.2000007629, 23.2776374817, 94.7676849365, 20.5752658844, 39.9923706055, 19.0000000000, 64.1999969482, 
