datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1491304232, 17.7875003815, 19.3999996185, 18.7250003815, 19.2875003815, 68.5250015259, 48.5000000000, 38.4500007629, 70.4375000000, -0.2800000012, 70.1200027466, 24.2175941467, 77.2014923096, 21.1120014191, 59.1546516418, 22.0000000000, 66.6999969482, 
1491304265, 17.8624992371, 19.4750003815, 18.7999992371, 19.1375007629, 83.5625000000, 62.2625007629, 45.7625007629, 86.3375015259, -0.2000000030, 68.4000015259, 24.2175941467, 82.3208999634, 21.2375068665, 59.0173187256, 22.0000000000, 66.6999969482, 
1491304298, 17.8999996185, 19.5125007629, 18.8374996185, 19.1375007629, 90.8750000000, 70.6999969482, 51.8750000000, 93.8000030518, -0.2000000030, 70.0000000000, 24.3884944916, 88.4718093872, 21.3229579926, 59.0417327881, 22.1000003815, 66.6999969482, 
1491304331, 17.9375000000, 19.5125007629, 18.8374996185, 19.2124996185, 95.3750000000, 76.3625030518, 56.9375000000, 98.5250015259, -0.0799999982, 54.0000000000, 24.5994510651, 91.5938034058, 21.3523311615, 59.0768280029, 22.2000007629, 65.5000000000, 
1491304364, 17.9750003815, 19.5499992371, 18.9125003815, 19.2124996185, 98.6750030518, 80.4875030518, 61.0625000000, 101.7500000000, 0.0000000000, 76.1999969482, 24.8104057312, 92.6619338989, 21.4084072113, 58.9852752686, 22.2999992371, 64.5000000000, 
1491304397, 18.1625003815, 19.5499992371, 18.9125003815, 19.2124996185, 101.2249984741, 83.7125015259, 64.4749984741, 104.1875000000, -0.2000000030, 57.7999992371, 25.0106811523, 92.9320220947, 21.4217586517, 59.0173187256, 22.2999992371, 64.1999969482, 
1491304430, 18.0874996185, 19.6250000000, 18.9500007629, 19.2500000000, 103.3625030518, 86.3000030518, 67.3249969482, 106.1750030518, -0.2000000030, 54.1199989319, 25.2483406067, 92.9488067627, 21.4911880493, 59.0829315186, 22.2999992371, 64.1999969482, 
1491304463, 18.0874996185, 19.6250000000, 18.9874992371, 19.4750003815, 105.0124969482, 88.4375000000, 69.6875000000, 107.8249969482, -0.2000000030, 60.4000015259, 25.4592971802, 92.6756668091, 21.4911880493, 59.1653327942, 22.3999996185, 64.3000030518, 
1491304496, 18.1250000000, 19.6250000000, 19.0249996185, 19.2875003815, 106.4375000000, 90.2375030518, 71.7500000000, 109.1750030518, -0.2800000012, 49.1199989319, 25.6702518463, 92.5093460083, 21.5339126587, 59.4445724487, 22.3999996185, 64.3000030518, 
1491304529, 18.1250000000, 19.7000007629, 19.0249996185, 19.3250007629, 107.6374969482, 91.7750015259, 73.4375000000, 110.3375015259, -0.2800000012, 66.5199966431, 25.8678569794, 92.0744628906, 21.5472640991, 59.2874031067, 22.3999996185, 64.3000030518, 
1491304562, 18.1625003815, 19.7000007629, 19.0625000000, 19.3624992371, 108.6500015259, 93.1250000000, 74.9749984741, 111.3125000000, -0.4799999893, 46.1199989319, 26.0921649933, 91.4244308472, 21.5899906158, 59.4842453003, 22.5000000000, 64.1999969482, 
1491304595, 18.2374992371, 19.7374992371, 19.1000003815, 19.3624992371, 109.5124969482, 94.2874984741, 76.2874984741, 112.2125015259, -0.2800000012, 70.5999984741, 26.2764167786, 90.7026748657, 21.6166934967, 59.4018478394, 22.6000003815, 63.7999992371, 
1491304628, 18.2374992371, 19.7749996185, 19.1000003815, 19.3999996185, 110.3375015259, 95.3000030518, 77.4499969482, 112.9625015259, -0.4799999893, 59.3199996948, 26.5007247925, 90.0480651855, 21.6727695465, 59.3972702026, 22.6000003815, 63.5000000000, 
1491304661, 18.3125000000, 19.8500003815, 19.1375007629, 19.4750003815, 111.0500030518, 96.2375030518, 78.5000000000, 113.6374969482, -0.4799999893, 61.5200004578, 26.7383842468, 89.0959014893, 21.7154960632, 59.4720382690, 22.7999992371, 63.2000007629, 
1491304694, 18.3125000000, 19.8875007629, 19.2875003815, 19.5125007629, 111.6500015259, 97.0999984741, 79.4000015259, 114.2750015259, -0.0799999982, 48.2000007629, 26.9253063202, 88.6137161255, 21.8009452820, 59.2431526184, 22.8999996185, 62.7000007629, 
1491304727, 18.3875007629, 19.9624996185, 19.2124996185, 19.5874996185, 112.0625000000, 97.8499984741, 80.2249984741, 114.8375015259, -0.2000000030, 65.3199996948, 27.1629657745, 87.9606323242, 21.8863964081, 59.3514900208, 23.1000003815, 62.0999984741, 
1491304761, 18.4249992371, 20.0000000000, 19.2500000000, 19.6250000000, 112.6999969482, 98.5250015259, 81.0124969482, 115.4000015259, -0.2800000012, 59.7200012207, 27.3899440765, 87.1442718506, 21.9157695770, 59.3026618958, 23.2000007629, 61.4000015259, 
1491304794, 18.5000000000, 20.0750007629, 19.3250007629, 19.7000007629, 113.1875000000, 99.1624984741, 81.7249984741, 115.8125000000, -0.4000000060, 58.4000015259, 27.6276035309, 86.5094985962, 21.9718475342, 59.4537277222, 23.2999992371, 61.0999984741, 
1491304827, 18.5375003815, 20.0750007629, 19.3624992371, 19.6625003815, 113.5999984741, 99.6875000000, 82.3625030518, 116.2249984741, -0.2000000030, 54.0000000000, 27.8385601044, 85.8670959473, 22.0412750244, 59.3347053528, 23.3999996185, 61.0000000000, 
1491304860, 18.6124992371, 20.2250003815, 19.4375000000, 19.8125000000, 114.0124969482, 100.2874984741, 82.9250030518, 116.7500000000, -0.2000000030, 63.5200004578, 28.0922412872, 85.4779891968, 22.1107044220, 59.4857711792, 23.5000000000, 61.0000000000, 
