datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1491650242, 8.0000000000, 9.4250001907, 9.2375001907, 9.4250001907, 9.7624998093, 8.7500000000, 10.7749996185, 9.1250000000, 57.9199981689, 67.0000000000, 11.1596860886, 26.8528270721, 11.4587621689, 25.7694358826, 11.8000001907, 22.3999996185, 
1491650275, 7.9250001907, 9.5000000000, 9.1999998093, 9.5000000000, 9.7624998093, 8.8249998093, 10.8125000000, 9.1625003815, 59.2000007629, 45.5999984741, 11.2024106979, 26.8390941620, 11.4587621689, 25.6900901794, 11.8999996185, 22.7999992371, 
1491650308, 7.8499999046, 9.9875001907, 9.0874996185, 10.0249996185, 9.7250003815, 9.2749996185, 10.8874998093, 9.3500003815, 58.7200012207, 62.0000000000, 11.2157621384, 26.8085746765, 11.5014877319, 25.6580448151, 11.8999996185, 22.6000003815, 
1491650341, 7.8125000000, 10.6999998093, 9.1250000000, 10.7749996185, 9.7624998093, 10.0249996185, 11.0000000000, 9.6875000000, 70.1999969482, 68.4000015259, 11.2291145325, 26.7292289734, 11.5148391724, 25.5619125366, 12.0000000000, 21.7999992371, 
1491650374, 7.8874998093, 11.4125003815, 9.0874996185, 11.5249996185, 9.7250003815, 10.6999998093, 11.0749998093, 9.9499998093, 58.5200004578, 71.5199966431, 11.2451362610, 26.6529331207, 11.5148391724, 25.5344467163, 12.1000003815, 21.2000007629, 
1491650408, 8.0375003815, 11.8249998093, 9.2749996185, 11.9750003815, 10.0249996185, 11.0749998093, 11.1875000000, 10.1750001907, 56.3199996948, 46.7200012207, 11.2718391418, 26.6559848785, 11.5575647354, 25.4840927124, 12.1000003815, 21.2000007629, 
1491650441, 8.1875000000, 12.0874996185, 9.4250001907, 12.1999998093, 10.2124996185, 11.3374996185, 11.3000001907, 10.3625001907, 54.5999984741, 58.7200012207, 11.3145647049, 26.6102085114, 11.5575647354, 25.4245815277, 12.1999998093, 22.2999992371, 
1491650474, 8.4125003815, 12.2749996185, 9.6125001907, 12.3874998093, 10.3999996185, 11.5625000000, 11.4125003815, 10.4750003815, 46.1199989319, 71.9199981689, 11.3599605560, 26.5339126587, 11.5976200104, 25.3742275238, 12.1999998093, 21.8999996185, 
1491650507, 8.6750001907, 12.4250001907, 9.8000001907, 12.4624996185, 10.6250000000, 11.7500000000, 11.5625000000, 10.6250000000, 48.3199996948, 54.7999992371, 11.4000148773, 26.4591445923, 11.6403446198, 25.2979316711, 12.3000001907, 21.1000003815, 
1491650540, 8.8625001907, 12.5375003815, 10.0249996185, 12.5000000000, 10.8125000000, 11.8625001907, 11.6750001907, 10.6999998093, 69.7200012207, 49.3199996948, 11.4293889999, 26.4286251068, 11.6964216232, 25.1560230255, 12.3000001907, 20.3999996185, 
1491650573, 9.1625003815, 12.3125000000, 10.2124996185, 12.2375001907, 10.8874998093, 11.6750001907, 11.7124996185, 10.7375001907, 76.0000000000, 48.9199981689, 11.5281906128, 26.3416500092, 11.7818727493, 25.1636524200, 12.3000001907, 21.5000000000, 
1491650606, 9.3874998093, 11.8249998093, 10.4375000000, 11.6374998093, 11.1499996185, 11.1125001907, 11.7500000000, 10.6250000000, 63.5200004578, 46.0000000000, 11.6670484543, 26.2226295471, 11.9207296371, 25.0125885010, 12.3000001907, 22.2000007629, 
1491650639, 9.5375003815, 11.2250003815, 10.5874996185, 11.0000000000, 11.2250003815, 10.4750003815, 11.8249998093, 10.5124998093, 47.3199996948, 47.7200012207, 11.8486309052, 26.1264972687, 12.0756082535, 24.8447399139, 12.3999996185, 22.7999992371, 
