datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1491390726, 14.4125003815, 16.0625000000, 15.4624996185, 15.6499996185, 15.6499996185, 14.6374998093, 16.6250000000, 15.1250000000, 54.7200012207, 60.5999984741, 16.9436187744, 27.0588226318, 17.4296169281, 35.5748825073, 16.7000007629, 48.0999984741, 
1491390760, 14.4125003815, 15.9499998093, 15.4250001907, 15.8374996185, 15.6499996185, 14.6374998093, 16.5874996185, 15.1250000000, 45.0000000000, 57.9199981689, 16.9569702148, 27.0923938751, 17.4002437592, 35.3093757629, 16.7999992371, 47.9000015259, 
1491390793, 14.4125003815, 15.9125003815, 15.3874998093, 15.6499996185, 15.6499996185, 14.6374998093, 16.6250000000, 15.1250000000, 56.5200004578, 61.5200004578, 16.9703216553, 27.0099945068, 17.4002437592, 35.7076377869, 16.7999992371, 47.7999992371, 
1491390826, 14.4125003815, 15.9125003815, 15.3874998093, 15.6125001907, 15.6499996185, 14.6374998093, 16.5874996185, 15.1250000000, 64.1999969482, 47.1199989319, 16.9569702148, 26.9642181396, 17.4002437592, 35.4741744995, 16.8999996185, 47.9000015259, 
1491390859, 14.3750000000, 15.9125003815, 15.3874998093, 15.5749998093, 15.6875000000, 14.6750001907, 16.6250000000, 15.1250000000, 67.3199996948, 70.5199966431, 16.9569702148, 26.9321727753, 17.4135951996, 35.5184249878, 16.8999996185, 46.0999984741, 
1491390892, 14.3750000000, 15.8750000000, 15.3874998093, 15.6125001907, 15.6499996185, 14.6750001907, 16.6250000000, 15.1250000000, 66.0000000000, 51.2000007629, 16.9703216553, 26.8390941620, 17.4002437592, 35.6649131775, 17.0000000000, 45.0999984741, 
1491390925, 14.5249996185, 15.8750000000, 15.3500003815, 15.5749998093, 15.6499996185, 14.6374998093, 16.6250000000, 15.1250000000, 55.2000007629, 52.5200004578, 16.9436187744, 26.9321727753, 17.3441677094, 35.5275802612, 16.8999996185, 44.2999992371, 
1491390958, 14.3374996185, 15.9499998093, 15.3500003815, 15.5375003815, 15.6499996185, 14.6750001907, 16.6250000000, 15.1250000000, 59.9199981689, 56.4000015259, 16.9302654266, 26.8360424042, 17.3174648285, 35.6878013611, 16.7000007629, 44.2000007629, 
1491390991, 14.3000001907, 15.8374996185, 15.3125000000, 15.7250003815, 15.6499996185, 14.6374998093, 16.6250000000, 15.1250000000, 56.7200012207, 46.7200012207, 16.9302654266, 26.7719535828, 17.2613868713, 35.9365234375, 16.7000007629, 46.2000007629, 
1491391024, 14.2624998093, 15.8000001907, 15.2749996185, 15.5000000000, 15.6499996185, 14.6374998093, 16.6250000000, 15.0874996185, 47.0000000000, 48.7999992371, 16.9142436981, 26.7856864929, 17.2613868713, 36.1699867249, 16.7000007629, 47.0999984741, 
1491391057, 14.2250003815, 15.7624998093, 15.2375001907, 15.4624996185, 15.6125001907, 14.6750001907, 16.5874996185, 15.1250000000, 63.9199981689, 48.0000000000, 16.9436187744, 26.7719535828, 17.2480354309, 35.9182128906, 16.7000007629, 47.4000015259, 
1491391090, 14.1125001907, 15.8000001907, 15.1625003815, 15.5000000000, 15.6125001907, 14.6750001907, 16.5874996185, 15.0874996185, 51.2000007629, 51.0000000000, 16.9436187744, 26.7246513367, 17.2320137024, 35.9914550781, 16.7000007629, 45.7000007629, 
1491391123, 14.0375003815, 16.2124996185, 15.0124998093, 15.9499998093, 15.5375003815, 15.0500001907, 16.6625003815, 15.1999998093, 67.8000030518, 44.7200012207, 16.9436187744, 26.6117343903, 17.2480354309, 36.1089477539, 16.7999992371, 44.7999992371, 
1491391156, 14.0749998093, 16.9624996185, 14.9375000000, 16.7374992371, 15.5375003815, 15.7624998093, 16.7749996185, 15.5000000000, 48.7200012207, 62.0000000000, 16.9142436981, 26.6437778473, 17.2320137024, 36.4171829224, 16.7999992371, 46.2999992371, 
1491391189, 13.9250001907, 17.7500000000, 15.0124998093, 17.6000003815, 15.5749998093, 16.4750003815, 16.8125000000, 15.8750000000, 56.4000015259, 47.1199989319, 16.9436187744, 26.6437778473, 17.2186622620, 36.3424110413, 16.8999996185, 47.0000000000, 
1491391222, 14.0749998093, 18.2749996185, 15.0500001907, 18.1250000000, 15.6125001907, 16.9624996185, 16.9249992371, 16.1000003815, 53.9199981689, 52.5200004578, 16.9569702148, 26.6147861481, 17.1919593811, 36.5484085083, 17.0000000000, 47.2000007629, 
1491391255, 14.3000001907, 18.5375003815, 15.2749996185, 18.3125000000, 15.9499998093, 17.1875000000, 16.9624996185, 16.2124996185, 44.5200004578, 68.9199981689, 16.9569702148, 26.5049209595, 17.2186622620, 36.7864494324, 17.0000000000, 44.7999992371, 
1491391289, 14.6000003815, 18.5375003815, 15.5375003815, 18.1625003815, 16.1749992371, 17.1124992371, 16.9624996185, 16.2124996185, 64.9199981689, 58.9199981689, 16.9703216553, 26.4728775024, 17.2320137024, 36.7696647644, 17.0000000000, 44.0999984741, 
1491391322, 14.8249998093, 18.3125000000, 15.7624998093, 17.6749992371, 16.3624992371, 16.5874996185, 17.0000000000, 16.0625000000, 58.0000000000, 55.5200004578, 16.9996948242, 26.4454116821, 17.2613868713, 37.1267280579, 17.1000003815, 45.0999984741, 
