datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1491736727, 13.9250001907, 16.6625003815, 15.0500001907, 16.6250000000, 15.1250000000, 15.1999998093, 16.2500000000, 15.0874996185, 57.9199981689, 69.8000030518, 16.4923324585, 20.4226741791, 17.3308162689, 20.6012058258, 17.1000003815, 12.3999996185, 
1491736761, 13.9250001907, 17.3750000000, 15.0124998093, 17.3374996185, 15.1999998093, 15.9499998093, 16.3624992371, 15.3874998093, 60.0000000000, 61.1199989319, 16.4923324585, 20.4592971802, 17.3308162689, 20.4730300903, 17.1000003815, 12.8999996185, 
1491736794, 14.1499996185, 17.8250007629, 15.0874996185, 17.8250007629, 15.3125000000, 16.3999996185, 16.4375000000, 15.6125001907, 54.7200012207, 46.5999984741, 16.5190353394, 20.3570613861, 17.3174648285, 20.3448543549, 17.2000007629, 13.0000000000, 
1491736827, 14.1125001907, 18.0499992371, 15.2749996185, 18.0125007629, 15.5000000000, 16.6250000000, 16.5125007629, 15.7624998093, 62.0000000000, 55.3199996948, 16.5190353394, 20.2670326233, 17.3041114807, 20.2532997131, 17.2000007629, 12.6999998093, 
1491736860, 14.3000001907, 18.2000007629, 15.3125000000, 18.3125000000, 15.6499996185, 16.8500003815, 16.5874996185, 15.8750000000, 59.4000015259, 56.5200004578, 16.5190353394, 20.2517738342, 17.2613868713, 20.1098651886, 17.2999992371, 12.1000003815, 
1491736893, 14.4875001907, 18.2749996185, 15.5000000000, 18.2000007629, 15.8374996185, 16.9624996185, 16.7000007629, 15.9499998093, 59.9199981689, 71.3199996948, 16.5190353394, 20.1281757355, 17.2613868713, 20.0366210938, 17.2999992371, 11.6999998093, 
1491736926, 14.6374998093, 18.0499992371, 15.6125001907, 18.0874996185, 15.9875001907, 17.0750007629, 16.8125000000, 15.9499998093, 63.5200004578, 57.5999984741, 16.5484085083, 20.0747699738, 17.2480354309, 19.8916606903, 17.2999992371, 11.6000003815, 
1491736959, 14.8625001907, 17.6000003815, 15.8000001907, 17.6749992371, 16.1749992371, 16.8125000000, 16.8500003815, 15.9875001907, 56.5200004578, 58.2000007629, 16.6044864655, 20.0091552734, 17.2613868713, 19.8046836853, 17.2999992371, 11.5000000000, 
1491736992, 14.9750003815, 17.0375003815, 15.9499998093, 17.0000000000, 16.2875003815, 16.2500000000, 16.8875007629, 15.8750000000, 56.0000000000, 75.5199966431, 16.7032890320, 19.8901348114, 17.3308162689, 19.7131309509, 17.2999992371, 11.3999996185, 
1491737025, 15.1625003815, 16.5499992371, 15.9875001907, 16.3999996185, 16.3250007629, 15.6499996185, 16.8500003815, 15.7624998093, 48.5999984741, 62.4000015259, 16.8581676483, 19.7940025330, 17.4002437592, 19.5239181519, 17.2999992371, 11.3999996185, 
