datetime, TC_4, TC_3, TC_2, TC_1, TC_8, TC_7, TC_6, TC_5, Fan Current L, Fan Currrent R, T_L, RH_L, T_R, RH_R, T_Out, RH_Out
1491860020, 30.0499992371, 29.6375007629, 29.4500007629, 30.6875000000, 29.6749992371, 29.4125003815, 29.8250007629, 29.6749992371, 51.7999992371, 56.7999992371, 31.7586021423, 48.6671257019, 31.8680858612, 56.1196289063, 31.2000007629, 70.6999969482, 
1491860053, 29.9750003815, 29.5625000000, 29.4500007629, 30.6875000000, 29.6749992371, 29.4125003815, 29.7875003815, 29.7124996185, 70.3199996948, 50.4000015259, 31.7158775330, 48.7312126160, 31.8413829803, 56.1745643616, 31.1000003815, 70.9000015259, 
1491860086, 29.9750003815, 29.4874992371, 29.4125003815, 30.6499996185, 29.6749992371, 29.3750000000, 29.7875003815, 29.6749992371, 69.5199966431, 63.3199996948, 31.7025260925, 48.7678337097, 31.7986564636, 56.3347816467, 31.1000003815, 71.0000000000, 
1491860119, 29.8999996185, 29.5249996185, 29.4125003815, 30.6124992371, 29.6749992371, 29.3374996185, 29.7875003815, 29.6375007629, 50.3199996948, 65.9199981689, 31.6731510162, 48.7952995300, 31.7853050232, 56.4507522583, 31.0000000000, 71.0999984741, 
1491860152, 29.9375000000, 29.6749992371, 29.3750000000, 30.6124992371, 29.3374996185, 29.3374996185, 29.7500000000, 29.6000003815, 46.2000007629, 59.7200012207, 31.6597995758, 48.7907218933, 31.7425804138, 56.5606155396, 31.0000000000, 71.1999969482, 
1491860185, 29.8999996185, 29.4500007629, 29.3374996185, 30.6875000000, 29.6375007629, 29.3374996185, 29.7500000000, 29.6000003815, 60.0000000000, 47.7200012207, 31.6170749664, 48.7998771667, 31.7292289734, 56.6704826355, 31.0000000000, 71.1999969482, 
1491860218, 29.8250007629, 29.4125003815, 29.3374996185, 30.5000000000, 29.6000003815, 29.2999992371, 29.7500000000, 29.5625000000, 53.5999984741, 51.7999992371, 31.6037235260, 48.7678337097, 31.6731510162, 56.7650871277, 31.0000000000, 71.1999969482, 
1491860251, 29.7875003815, 29.3374996185, 29.2625007629, 30.5000000000, 29.5625000000, 29.2625007629, 29.6749992371, 29.6000003815, 51.7200012207, 53.9199981689, 31.5743503571, 48.8059806824, 31.6437778473, 56.9069976807, 31.0000000000, 71.1999969482, 
1491860285, 29.8250007629, 29.3374996185, 29.2250003815, 30.4249992371, 29.5625000000, 29.2625007629, 29.6749992371, 29.5249996185, 56.3199996948, 51.2000007629, 31.5903720856, 48.7952995300, 31.6304264069, 57.0046539307, 31.0000000000, 71.3000030518, 
1491860318, 29.7875003815, 29.2625007629, 29.2250003815, 30.5000000000, 29.5249996185, 29.2250003815, 29.6375007629, 29.5249996185, 53.3199996948, 51.5200004578, 31.5449752808, 48.7922477722, 31.6304264069, 57.0305938721, 31.0000000000, 71.3000030518, 
1491860351, 29.7500000000, 29.4500007629, 29.1875000000, 30.4249992371, 29.5249996185, 29.2250003815, 29.6375007629, 29.4874992371, 50.2000007629, 53.4000015259, 31.5449752808, 48.8059806824, 31.6037235260, 57.1282539368, 31.0000000000, 71.1999969482, 
1491860384, 29.7124996185, 29.2625007629, 29.1499996185, 30.5375003815, 29.5249996185, 29.1875000000, 29.6375007629, 29.4874992371, 47.5200004578, 63.7200012207, 31.5316238403, 48.7220573425, 31.5877017975, 57.2228584290, 30.8999996185, 71.1999969482, 
1491860417, 29.7124996185, 29.1875000000, 29.1875000000, 30.4249992371, 29.4874992371, 29.2250003815, 29.6000003815, 29.4500007629, 56.5200004578, 47.7200012207, 31.5449752808, 48.7968254089, 31.5743503571, 57.3067817688, 30.8999996185, 71.1999969482, 
1491860450, 29.6749992371, 29.2250003815, 29.0750007629, 30.3500003815, 29.4874992371, 29.1875000000, 29.6000003815, 29.4874992371, 66.4000015259, 57.9199981689, 31.5449752808, 48.7861442566, 31.5609970093, 57.4624252319, 30.8999996185, 71.3000030518, 
1491860483, 29.6375007629, 29.1875000000, 29.0750007629, 30.3500003815, 29.4500007629, 29.1875000000, 29.5625000000, 29.4500007629, 64.8000030518, 49.5200004578, 31.5156021118, 48.7815666199, 31.4888992310, 57.5112533569, 30.8999996185, 71.4000015259, 
1491860516, 29.6375007629, 29.1124992371, 29.0750007629, 30.2374992371, 29.4500007629, 29.1499996185, 29.5625000000, 29.4125003815, 53.3199996948, 62.2000007629, 31.4595260620, 48.8090324402, 31.4888992310, 57.6226425171, 30.7999992371, 71.5000000000, 
1491860549, 29.7124996185, 29.1124992371, 29.0375003815, 30.2749996185, 29.4500007629, 29.1499996185, 29.5625000000, 29.4125003815, 62.5999984741, 45.4000015259, 31.4888992310, 48.8059806824, 31.4888992310, 57.7172508240, 30.7999992371, 71.6999969482, 
1491860582, 29.6000003815, 29.1124992371, 29.1499996185, 30.2374992371, 29.4500007629, 29.1124992371, 29.5625000000, 29.4125003815, 63.1199989319, 57.0000000000, 31.4595260620, 48.7083244324, 31.4461746216, 57.8011741638, 30.7999992371, 72.0000000000, 
1491860615, 29.5625000000, 29.1124992371, 28.9624996185, 30.2000007629, 29.3750000000, 29.1124992371, 29.5249996185, 29.4125003815, 54.7200012207, 57.9199981689, 31.4755477905, 48.7495231628, 31.4328212738, 57.8774719238, 30.7000007629, 72.0999984741, 
1491860648, 29.6000003815, 29.0375003815, 28.9249992371, 30.2000007629, 29.4125003815, 29.1124992371, 29.5249996185, 29.3750000000, 71.0000000000, 61.4000015259, 31.4595260620, 48.8319206238, 31.4328212738, 57.9095153809, 30.7000007629, 72.1999969482, 
